x_1,x_2,label
1.2183901586393433,0.5640800019311775,0
2.7373997207839658,2.7288908336480366,1
0.2526114412217944,2.1372559190613254,0
3.772949052710772,2.1056517161859536,1
1.8577174075611491,0.2442994799703576,0
0.5466959519784362,0.9065120847969055,0
0.8283581133783524,0.30391546058318436,0
3.694127926328827,2.0003553280069992,1
0.5090503952600544,1.3593567658947912,0
0.3231312096674537,1.514541279967792,0
2.616240048091669,3.107715550468679,1
3.6676972322475576,3.7925039812641455,1
2.9090968374897535,3.100404081845909,1
0.256611512832912,1.3684534466279554,0
2.3323133484002234,3.104781618573947,1
0.23279943571800554,0.3960620024138225,0
2.8687490638983086,3.6585699243797993,1
0.2537409552661339,1.7479015403201443,0
2.825889156004729,3.4179171927664003,1
2.7909422802984762,2.210595665340163,1
2.0066221216066005,3.768811048938185,1
3.510330468382976,2.557472655173173,1
3.6020293532133993,2.740748016585541,1
2.71386802362278,2.9222025975084343,1
0.4690755421030966,1.84235411340558,0
0.28914900268766197,1.2362357541594975,0
0.9121981489571003,0.8562138411399773,0
2.9022997657959886,2.692069352175925,1
1.425244191535539,0.7215285918574785,0
1.010337060252163,1.3427830477315872,0
1.0122173001892434,0.9817143012311906,0
2.984557094634936,3.1353698672463097,1
3.3313355675342264,2.5643315196481042,1
3.0443416826469547,2.4690768655464543,1
3.4688590131935877,2.9922693241597207,1
0.784854917065537,1.5764048459849471,0
3.734086502037508,3.5295253628060737,1
2.1610534319734658,3.4587990096023566,1
3.0057161715319833,2.619490920283969,1
1.386233438148933,0.6109164942879165,0
3.070742226138005,3.5418843870098673,1
2.0577051500189465,3.5636977793455684,1
0.9407557138929554,0.4753711347325403,0
0.8367609583253051,0.23906440433167164,0
0.5009231897526527,1.40532099168593,0
0.25630112932498195,1.8063025626824003,0
0.5869122637761186,1.3597019546753273,0
1.035190512676886,0.25221241024424046,0
2.602305336214445,3.6024242544825316,1
3.0439735747873624,2.6977224926293246,1
0.6805630963320335,1.7927840238421475,0
0.5690340147322981,1.4597539737438334,0
0.5609936334335892,1.0221196154463026,0
2.2787701524093555,2.500823785270778,1
3.0025302258427744,3.0169085816380425,1
3.346245740996651,3.6448653167742773,1
0.7504306127041498,0.339869685049044,0
3.5916705872194505,3.458728821894647,1
2.6935674552861286,3.2606956083866665,1
2.727415191249319,3.336951881312644,1
1.0831993825877149,1.0057709480417765,0
1.8600647581872412,1.1122679065169734,0
3.4670889519112524,3.1108533276914896,1
3.185481693602075,2.9385033238740794,1
3.374423042102256,3.08271239141026,1
2.958541970889012,3.611267296504058,1
0.2131473333391318,1.9280057581380268,0
3.2376439798068257,3.711132412014313,1
2.6081106967788203,3.2598945477325816,1
2.186794135962903,3.4080782563120864,1
3.574551318485086,2.9963691450714944,1
3.6982557294028817,2.1109489278458757,1
0.5793273798228606,1.7708846139159877,0
0.25186102448971914,1.264395283345941,0
2.216366551562738,3.657245697925326,1
3.0585432619432655,3.4806378780701683,1
1.6611753009002006,0.6755251747807929,0
3.6702919499964763,2.9427951518469193,1
3.4307529606309997,3.7083737240007615,1
2.9497617686832864,2.558628926946438,1
3.2223535694007777,2.542655013530111,1
0.60138920474533,0.43812379183537814,0
0.28585093531201017,1.1011206399166846,0
0.2586601939496453,0.3116077945792672,0
0.4806352844744431,0.831986148101993,0
1.0919930668637061,0.5212887242694505,0
3.109072334858095,2.694326985401025,1
3.5106796205129576,3.572453619774097,1
0.388298968097096,1.5607738678713472,0
0.3097258183120979,0.6629917519274118,0
1.5122233646135643,0.5849291716094651,0
1.6037082693947662,0.27339076325761397,0
3.462660152466444,1.590140606912375,1
0.39890096295408345,0.27668526095419327,0
0.7875624971303419,0.3846910539152666,0
0.4857254700944786,0.9435306462422333,0
2.1401132322327987,3.7160559694472743,1
0.9092164871113899,0.6108400097362684,0
0.6549802170938495,1.7906812933758378,0
1.8051246063855722,3.149809137442884,1
0.7129358136199271,0.8636755446804776,0
2.5959017499635415,3.2417714835057256,1
1.315018974205057,0.9372309573639106,0
3.644242691955014,3.162098482721091,1
2.999875638737512,2.5672075497515987,1
1.8730284695834871,3.6604931338918227,1
0.26910043949572743,1.2920215995954893,0
3.7401313582517393,3.2420847922915024,1
0.6451148342074552,0.4865364007179123,0
2.642236217468233,3.5294626575743107,1
1.2291732361341101,0.582074631849918,0
1.7965509571700629,0.2542274820368318,0
2.7191046767045086,3.253312778481367,1
0.47188357222057153,1.6416895137632639,0
0.22817834783706134,2.6915165560526497,0
2.2772209302063358,3.6820906844214054,1
0.6184552530423825,0.401527983130563,0
1.3525234381185245,0.5774207302899013,0
3.4258705126001616,3.3211465187405005,1
2.502421791104422,3.59330799477807,1
2.008503516586637,0.4585480653526338,0
1.4204217907437549,0.36776953063419265,0
2.627564043380404,3.584468699530153,1
1.4787701524093555,1.7008237852707782,0
1.6562279665798845,0.31613022281419684,0
0.866099899848624,0.38630214779152183,0
2.2307119834949933,0.25566437475142767,0
2.373284664129188,3.6095217937511443,1
2.2005523626481454,3.7148680952950888,1
0.36248164890685175,1.9269793996046412,0
2.7917788597170663,3.5048986578107724,1
1.6997718484698832,0.7416159913453175,0
3.021755678516974,2.7358760114678633,1
0.6516666500779895,0.34941512632782507,0
2.8377228505027654,2.9443204416376862,1
0.5365503713968729,1.1737444072874184,0
3.298781043574218,2.8586250066154086,1
1.8877374530006028,0.2003202494885657,0
1.4519510601293564,0.6825534233669199,0
2.630495252545755,2.8769800894212714,1
