x_1,x_2,label
-0.16957949339619133,0.12577407736946833,0
-0.019730909128351088,-0.02632524396230651,1
0.09400487748632572,-0.3133160812504323,0
0.05719899819077696,-0.009254303713705852,1
0.11115284301741,-0.22827735369895044,0
0.04251740762592772,0.36817552141948945,0
-0.05596423336006688,-0.017003565367257053,1
-0.08913689905866723,0.3216940993325379,0
-0.04465187652507673,-0.006781769141499539,1
-0.27362025111478094,0.07737203417723126,0
-0.3444048528521793,0.047096088063520156,0
0.20254983407128285,-0.07339875459290847,0
0.08036777575317056,-0.18963623672716826,0
-0.11425492280343946,-0.10004832020636509,0
0.34450010750375465,-0.046562303772500105,0
-0.029928245406514366,-0.04365191441248695,1
0.038488094402038334,0.00322432412109487,1
0.020156879270188065,0.2644609808862032,0
0.2268261644973275,-0.12566069258761764,0
-0.009976081802171455,-0.13095574323746084,1
-0.02400567017244001,0.03165523517563072,1
0.007842290574535875,0.3169782517170242,0
0.23743554502166578,0.09118238106125263,0
0.001317325710390623,0.01532943993256481,1
0.1328627972379084,-0.04936343070971354,1
-7.308001501365913e-06,-1.651781219903078e-05,1
0.35930476423342544,-0.06173329050324682,0
0.024340928667203242,0.07954318430177089,1
0.06412743696403576,0.12887911502992014,1
0.09468462519028992,-0.3040560172007977,0
-0.22953172337492833,0.15142884334055826,0
-0.012170863691352403,-0.04646005107754424,1
-0.13378474233366655,-0.20043993118853634,0
0.022661907637188377,-0.00609693762025157,1
-0.06923543689603079,-0.32768067616740343,0
-0.15954317125327203,0.14995886209652465,0
-0.2623133766224311,0.10653284401803124,0
0.1569115826850683,-0.05702890956680127,1
-0.009716830458722283,-0.13571823276151063,1
-0.12962601648663263,-0.027386785979800113,1
-0.11955475042264403,-0.1143777155296457,0
0.11116855184597632,-0.13343610997549216,0
-0.009870716728814812,-0.07832478289880529,1
-0.013458616380869615,-0.005577759335001559,1
-0.24910650030382778,-0.07558255507552346,0
-0.0589564002916577,0.3366048202601915,0
0.19025432918733076,-0.1741228505570618,0
-0.0926275213906569,-0.26426099976794976,0
-0.0015394306595863994,0.01874194341911725,1
-0.04827469829647931,0.306996654955987,0
-0.28838486704712446,-0.018174295013634115,0
-0.01865474445335563,-0.05101069610177115,1
-0.064421631796869,-0.10827003047554715,1
0.05803922842723638,-0.06346294074776918,1
-0.1369915092641465,0.08808387822601559,0
-0.07302930422124418,0.006009625012864898,1
0.016529137818848367,-0.01463134417443514,1
-0.13320024380096232,0.19506961927696925,0
0.013294027164815404,0.00688375992524555,1
-0.13409235477076017,-0.2436104216523801,0
0.14843448446203622,0.09368087552317787,0
0.0012324363372593062,-0.010032866552834066,1
0.03718573697233087,-0.0019216009669115767,1
-0.16566402170882363,-0.1308408710944172,0
-0.12658067620385516,-0.01956435780081503,1
0.3000579520234838,0.03832452751769358,0
-0.20751938214398044,0.12402726120207978,0
-0.23574520965849752,-0.10931060972116682,0
-0.06434711614134839,0.06385641150156574,1
-0.047146323584582386,-0.07312949967905977,1
-0.07278008143194122,0.21656782411331207,0
-0.057654639091791186,-0.08720783230960283,1
-0.13280288696292608,-0.02296247288852577,1
0.12051800938957151,-0.19206196598747172,0
0.06348234308862385,-0.02574063762563871,1
-0.270876284631847,0.084597828104605,0
-0.013228378577841024,0.00187975945123803,1
-0.32065683876575457,0.08264025407136634,0
0.015329369767823182,-0.03329883617645141,1
0.001213598245858598,0.005307524347716912,1
0.33411629529755943,0.03962999614895621,0
0.07302278600160973,0.026514394767256963,1
0.25682220218463725,-0.1296470308718988,0
-0.04704460251742204,-0.010072852849949446,1
0.08974784396258256,0.1440257901062898,0
-0.0365125910740572,-0.015486683692514748,1
0.04266772998099572,-0.24531623137678849,0
0.26392837437086086,-0.03881357096770268,0
-0.04320867216221088,-0.08216035793940034,1
0.0706407768771738,-0.0737952394079056,1
0.06063919453425854,-0.2700650912052424,0
-0.11959216461457567,-0.05642132708901862,1
-0.12418861839875002,-0.11026540876655848,0
0.14413356846200118,0.1050334280450735,0
0.22714007031419817,0.07924875155285184,0
-0.2516370304733257,-0.07290707136245868,0
0.1984995740583277,-0.07323308174202954,0
-0.11126646163883062,-0.11697802484062014,0
0.2620345202435389,0.1194528337591458,0
-0.05140789739393439,-0.031468298098695384,1
-0.06908104849681672,0.27328253957972465,0
0.2078628540155782,0.08642563670982355,0
0.0012672898318551488,-0.2636997501376035,0
0.10127922609063975,0.023600612776728726,1
-0.15644915907122234,0.10385012002963942,0
-0.11832068727705247,0.2884928006210147,0
-0.08147648872576434,0.1730979316846511,0
-0.20294857601746633,0.10487504260793754,0
0.08704883627260745,0.005883398147128146,1
-0.009199981924289028,0.06331166222780511,1
0.21444910820802043,-0.010650806814633278,1
0.0401463633320886,0.36632081465401634,0
0.04299915939158532,0.04410932453668878,1
0.053339156037791824,-0.3503295360859881,0
-0.29820731469509626,-0.043872165486292664,0
0.11423357779136968,-0.2616125148936609,0
-0.22122306891224222,0.020846980209329576,1
0.017907398690325017,0.21134181567307747,1
0.22357315957587215,0.026480785070060225,1
0.022949195814617376,0.16242707655242064,1
-0.2538133862823355,0.050650435117438726,0
-0.018670178733129785,-0.018150532915337084,1
0.09934768705818284,0.22293685491701817,0
-0.32269966642906733,-0.09113319737733404,0
0.1100449577176328,0.1202804920146334,0
0.03542465170257421,-0.08079276369429007,1
-0.17184913269471738,-0.14601971238351666,0
0.029176094649468562,0.058828285091575436,1
-0.19039033216788834,0.1448177823429898,0
-0.048903379271342924,-0.3164069164744018,0
0.058675280267263784,0.06998218637126434,1
-0.09615932430569075,0.028821320011359532,1
-0.07049828674074372,-0.3171633360216681,0
-0.0847994815073708,0.15962342641186325,0
0.1623927812124403,0.1146574695356155,0
-0.0014010831241982335,-0.0019842500859554722,1
-0.1509468370857914,0.020434586113924066,1
-0.08097601032673503,-0.20461603029378617,0
-0.04185201859956388,-0.10668461846882102,1
-0.010785319302298611,0.006456883029813085,1
0.03585009252666573,-0.04242496882526504,1
0.327148033191631,-0.10008385161208305,0
0.06895843937542541,0.29382845593348067,0
0.0598802483384786,0.23227125046130523,0
0.12714183612423935,-0.12475935035440439,0
-0.004497860532125724,-0.005090591774502735,1
-0.3185316271314956,0.10506683877374402,0
0.02290981914698188,-0.14372252971182786,1
0.043904559921507554,0.01596138570701771,1
0.023748254309070706,0.11624930245753595,1
0.11516475032243707,-0.24082496597901218,0
-0.1811767106296508,0.03588923188860432,1
0.2820978249923654,-0.020643789976352033,0
-0.04954470519413769,-0.1342835075025448,1
0.1347242523468079,-0.0213752103997721,1
0.26064318278220766,-0.017368925734438385,0
-0.029274840856030847,0.1929457983982463,1
