x;y;radius
0.06460799109861874;0.5480280431554418;0.5518232766009259
-0.27765126786890126;0.42419957415886944;0.5069866914089309
-0.47714576553806887;-0.15748173825206105;0.5024625154713538
0.031218266789752026;-0.16957332276858053;0.17242300303652447
-0.04872401827491005;0.7366319995834587;0.7382416493040599
0.37961617629700434;0.20728923367135435;0.43252429723937547
0.0956995094329958;0.12192251775063323;0.1549951497317562
0.9234330314591676;0.10425216429091991;0.9292992399379271
0.37838923828820203;-0.7221717637174596;0.8152977811591983
-0.16547976723431354;-0.6492111834073844;0.669969188862547
0.361719196607295;0.11971704726951955;0.38101568025628463
0.35651343984996103;0.7086205406937862;0.7932495846118078
0.25066542419463456;-0.18699907538238153;0.3127328078097047
-0.8247484353244678;0.5500143102712916;0.9913252357694534
0.09812415563504553;-0.4122744255265281;0.423790693458834
-0.11478631692415188;0.4586673369106244;0.47281246229524876
-0.3239689710622769;0.06568171183232738;0.3305601026748015
-0.15184502019582985;0.07425317994887855;0.16902794115409592
0.24224542720386283;-0.29427649711514203;0.38115810860526134
-0.0807280154793968;-0.03478306418063341;0.08790263953395139
0.6839824202413158;-0.6541972535044687;0.9464702835757486
0.38531997167200416;-0.36440602721899423;0.5303425621641586
0.0818127246889361;-0.4264613071537054;0.43423791683853996
-0.9050663234931541;0.22235967889669275;0.9319811568483855
-0.34292141675479304;-0.39710280067890347;0.5246767884861531
-0.1602799403267239;-0.899417465260215;0.9135871256132325
-0.17528512648284816;-0.14520460067255136;0.2276164572753543
0.014128725385462993;-0.003604251691614117;0.014581204040624685
0.22854843839032976;-0.2071781022584234;0.3084755334642605
0.37670716761122697;0.7579054843883695;0.8463622235164103
-0.08892584178427644;-0.20630157649454842;0.22465116470024848
0.003309439025630244;-0.011321735605469367;0.011795511170971662
-0.2062136888597032;0.24721674256811724;0.32193198548624713
-0.5087424894609492;-0.755978546584648;0.9112203265287495
-0.7841267003630841;0.22555980433664694;0.8159239594194329
-0.8560720153436786;0.48421395993712685;0.9835255230305826
-0.20315001999380422;0.129053049695058;0.24067534202547247
-0.08805285304849741;0.049807738625256094;0.10116380655620916
0.6599731584823572;0.47070270922407625;0.8106328456138845
-0.07590745541143723;0.18673701655347882;0.20157543287398283
-0.14213705734292134;-0.41973361053509267;0.4431469811280787
0.005814388111291378;0.07377147262191769;0.07400025190440285
-0.16252334629776946;-0.2229035714852033;0.27586199497698816
-0.16325569054641462;0.784680416008034;0.801483484397731
-0.00018294006545479944;0.07806906191971831;0.07806927626212734
-0.13674943841782414;-0.6314924245362628;0.6461293145758655
-0.4077972893616843;-0.2672180835048778;0.48754910866779066
0.19071030786434998;-0.5938629027665159;0.6237335719744348
0.003189153799663489;0.05639471978593851;0.056484822047098926
-0.2127672531042374;0.19093526972927707;0.28587791313795896
0.08080515084052457;-0.048805314533714644;0.09440037674233481
-0.3523147955116071;0.042915787589776315;0.35491897661415106
-0.3038688570101935;-0.5246710522114015;0.606313446403179
-0.5824052108069167;0.29925594354285395;0.6547900039866009
0.03182614028934072;-0.008111743004781409;0.03284362312980127
-0.28802288766335876;-0.515807428688219;0.5907744809213512
0.6058181497870183;0.16941188723002282;0.6290596300401132
-0.797073689526427;-0.12899879261076483;0.807444830951506
0.3768412030958752;-0.4128906461148668;0.5590062414677486
0.05307644199476117;0.19633784277410032;0.2033854891579303
-0.06505055859171156;0.035616402888650374;0.07416268150370753
0.13901842132380865;-0.04492692072095764;0.14609774013594867
-0.47139832783651703;0.5655588924996069;0.7362562355406209
0.35176822123207824;-0.49529287362368735;0.6074997219186115
-0.04940729964498314;0.6080247196806505;0.6100288034191031
0.3398539788349629;-0.1468697113821111;0.3702316019080759
